 _ _ _ _| _ _ _ _| _ _ _*_| _ _ _12_|,D
 _ _ _ _|5_o_6_ _| _ _*_ _| _ _ _ _|,L
 _ _ _ _|5_o_6_ _| _*_ _ _| _ _ _ _|,U
 _ _ _ _|5_o_6_ _|*_ _ _ _| _ _ _ _|,R
 _ _ _ _|5_o_6_*_| _ _ _ _| _ _ _ _|,D
 _ _ _ _|6_*_ _ _| _ _ _ _| _ _ _5_|,D
 _ _ _ _|6_*_ _ _| _ _ _ _| _ _5_ _|,D
 _ _ _ _|6_*_ _ _| _ _ _ _| _5_ _ _|,D
 _ _ _ _|6_*_ _ _| _ _ _ _|5_ _ _ _|,D
 _ _ _ _|6_*_ _ _| _ _ _5_| _ _ _ _|,R
 _ _ _ _|6_*_ _ _| _ _5_ _| _ _ _ _|,D
 _ _ _ _|6_*_ _ _| _5_ _ _| _ _ _ _|,R
 _ _ _ _|6_*_ _ _|5_ _ _ _| _ _ _ _|,L
 _ _ _ _|6_*_ _5_| _ _ _ _| _ _ _ _|,R
 _ _ _ _|6_*_5_ _| _ _ _ _| _ _ _ _|,D
 _ _ _ _|6_5_ _ _| _ _ _ _| _ _ _*_|,L
 _ _ _ _|6_5_ _ _| _ _ _ _| _ _*_ _|,U
 _ _ _ _|6_5_ _ _| _ _ _ _| _*_ _ _|,U
 _ _ _ _|6_5_ _ _| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|6_5_ _ _| _ _ _*_| _ _ _ _|,L
 _ _ _ _|6_5_ _ _| _ _*_ _| _ _ _ _|,L
 _ _ _ _|6_5_ _ _| _*_ _ _| _ _ _ _|,U
 _ _ _ _|6_5_ _ _|*_ _ _ _| _ _ _ _|,U
 _ _ _ _|6_5_ _*_| _ _ _ _| _ _ _ _|,L
 _ _ _ _|6_5_*_ _| _ _ _ _| _ _ _ _|,L
 _ _ _ _|6_o_ _ _| _ _ _ _| _ _*_5_|,R
 _ _ _ _|6_o_ _ _| _ _ _ _| _ _5_*_|,U
 _ _ _ _|6_o_ _ _| _ _ _ _| _*_ _5_|,R
 _ _ _ _|6_o_ _ _| _ _ _ _| _*_5_ _|,R
 _ _ _ _|6_o_ _ _| _ _ _ _| _5_ _*_|,L
 _ _ _ _|6_o_ _ _| _ _ _ _| _5_*_ _|,U
 _ _ _ _|6_o_ _ _| _ _ _ _|*_ _ _5_|,R
 _ _ _ _|6_o_ _ _| _ _ _ _|*_ _5_ _|,R
 _ _ _ _|6_o_ _ _| _ _ _ _|*_5_ _ _|,U
 _ _ _ _|6_o_ _ _| _ _ _ _|5_ _ _*_|,L
 _ _ _ _|6_o_ _ _| _ _ _ _|5_ _*_ _|,L
 _ _ _ _|6_o_ _ _| _ _ _ _|5_*_ _ _|,U
 _ _ _ _|6_o_ _ _| _ _ _*_| _ _ _5_|,D
 _ _ _ _|6_o_ _ _| _ _ _*_| _ _5_ _|,L
 _ _ _ _|6_o_ _ _| _ _ _*_| _5_ _ _|,L
 _ _ _ _|6_o_ _ _| _ _ _*_|5_ _ _ _|,L
 _ _ _ _|6_o_ _ _| _ _ _5_| _ _ _*_|,L
 _ _ _ _|6_o_ _ _| _ _ _5_| _ _*_ _|,U
 _ _ _ _|6_o_ _ _| _ _ _5_| _*_ _ _|,U
 _ _ _ _|6_o_ _ _| _ _ _5_|*_ _ _ _|,U
 _ _ _ _|6_o_ _ _| _ _*_ _| _ _ _5_|,D
 _ _ _ _|6_o_ _ _| _ _*_ _| _ _5_ _|,D
 _ _ _ _|6_o_ _ _| _ _*_ _| _5_ _ _|,L
 _ _ _ _|6_o_ _ _| _ _*_ _|5_ _ _ _|,L
 _ _ _ _|6_o_ _ _| _ _*_5_| _ _ _ _|,R
 _ _ _ _|6_o_ _ _| _ _5_ _| _ _ _*_|,L
 _ _ _ _|6_o_ _ _| _ _5_ _| _ _*_ _|,L
 _ _ _ _|6_o_ _ _| _ _5_ _| _*_ _ _|,U
 _ _ _ _|6_o_ _ _| _ _5_ _|*_ _ _ _|,U
 _ _ _ _|6_o_ _ _| _ _5_*_| _ _ _ _|,U
 _ _ _ _|6_o_ _ _| _*_ _ _| _ _ _5_|,R
 _ _ _ _|6_o_ _ _| _*_ _ _| _ _5_ _|,D
 _ _ _ _|6_o_ _ _| _*_ _ _| _5_ _ _|,D
 _ _ _ _|6_o_ _ _| _*_ _ _|5_ _ _ _|,L
 _ _ _ _|6_o_ _ _| _*_ _5_| _ _ _ _|,R
 _ _ _ _|6_o_ _ _| _*_5_ _| _ _ _ _|,R
 _ _ _ _|6_o_ _ _| _5_ _ _| _ _ _*_|,L
 _ _ _ _|6_o_ _ _| _5_ _ _| _ _*_ _|,L
 _ _ _ _|6_o_ _ _| _5_ _ _| _*_ _ _|,L
 _ _ _ _|6_o_ _ _| _5_ _ _|*_ _ _ _|,U
 _ _ _ _|6_o_ _ _| _5_ _*_| _ _ _ _|,L
 _ _ _ _|6_o_ _ _| _5_*_ _| _ _ _ _|,D
 _ _ _ _|6_o_ _ _|*_ _ _ _| _ _ _5_|,R
 _ _ _ _|6_o_ _ _|*_ _ _ _| _ _5_ _|,R
 _ _ _ _|6_o_ _ _|*_ _ _ _| _5_ _ _|,R
 _ _ _ _|6_o_ _ _|*_ _ _ _|5_ _ _ _|,D
 _ _ _ _|6_o_ _ _|*_ _ _5_| _ _ _ _|,R
 _ _ _ _|6_o_ _ _|*_ _5_ _| _ _ _ _|,R
 _ _ _ _|6_o_ _ _|*_5_ _ _| _ _ _ _|,R
 _ _ _ _|6_o_ _ _|5_ _ _ _| _ _ _*_|,L
 _ _ _ _|6_o_ _ _|5_ _ _ _| _ _*_ _|,L
 _ _ _ _|6_o_ _ _|5_ _ _ _| _*_ _ _|,U
 _ _ _ _|6_o_ _ _|5_ _ _ _|*_ _ _ _|,R
 _ _ _ _|6_o_ _ _|5_ _ _*_| _ _ _ _|,L
 _ _ _ _|6_o_ _ _|5_ _*_ _| _ _ _ _|,L
 _ _ _ _|6_o_ _ _|5_*_ _ _| _ _ _ _|,U
 _ _ _ _|6_o_ _*_| _ _ _ _| _ _ _5_|,D
 _ _ _ _|6_o_ _*_| _ _ _ _| _ _5_ _|,L
 _ _ _ _|6_o_ _*_| _ _ _ _| _5_ _ _|,L
 _ _ _ _|6_o_ _*_| _ _ _ _|5_ _ _ _|,L
 _ _ _ _|6_o_ _*_| _ _ _5_| _ _ _ _|,L
 _ _ _ _|6_o_ _*_| _ _5_ _| _ _ _ _|,L
 _ _ _ _|6_o_ _*_| _5_ _ _| _ _ _ _|,L
 _ _ _ _|6_o_ _*_|5_ _ _ _| _ _ _ _|,L
 _ _ _ _|6_o_ _5_| _ _ _ _| _ _ _*_|,U
 _ _ _ _|6_o_ _5_| _ _ _ _| _ _*_ _|,U
 _ _ _ _|6_o_ _5_| _ _ _ _| _*_ _ _|,U
 _ _ _ _|6_o_ _5_| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|6_o_ _5_| _ _ _*_| _ _ _ _|,L
 _ _ _ _|6_o_ _5_| _ _*_ _| _ _ _ _|,U
 _ _ _ _|6_o_ _5_| _*_ _ _| _ _ _ _|,U
 _ _ _ _|6_o_ _5_|*_ _ _ _| _ _ _ _|,R
 _ _ _ _|6_o_*_ _| _ _ _ _| _ _ _5_|,D
 _ _ _ _|6_o_*_ _| _ _ _ _| _ _5_ _|,D
 _ _ _ _|6_o_*_ _| _ _ _ _| _5_ _ _|,L
 _ _ _ _|6_o_*_ _| _ _ _ _|5_ _ _ _|,L
 _ _ _ _|6_o_*_ _| _ _ _5_| _ _ _ _|,D
 _ _ _ _|6_o_*_ _| _ _5_ _| _ _ _ _|,L
 _ _ _ _|6_o_*_ _| _5_ _ _| _ _ _ _|,D
 _ _ _ _|6_o_*_ _|5_ _ _ _| _ _ _ _|,L
 _ _ _ _|6_o_*_5_| _ _ _ _| _ _ _ _|,R
 _ _ _ _|6_o_5_ _| _ _ _ _| _ _ _*_|,U
 _ _ _ _|6_o_5_ _| _ _ _ _| _ _*_ _|,U
 _ _ _ _|6_o_5_ _| _ _ _ _| _*_ _ _|,U
 _ _ _ _|6_o_5_ _| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|6_o_5_ _| _ _ _*_| _ _ _ _|,L
 _ _ _ _|6_o_5_ _| _ _*_ _| _ _ _ _|,L
 _ _ _ _|6_o_5_ _| _*_ _ _| _ _ _ _|,L
 _ _ _ _|6_o_5_ _|*_ _ _ _| _ _ _ _|,U
 _ _ _ _|6_o_5_*_| _ _ _ _| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _| _ _5_6_|,R
 _ _ _ _|o_*_ _ _| _ _ _ _| _ _6_5_|,D
 _ _ _ _|o_*_ _ _| _ _ _ _| _5_ _6_|,D
 _ _ _ _|o_*_ _ _| _ _ _ _| _5_6_ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _| _6_ _5_|,D
 _ _ _ _|o_*_ _ _| _ _ _ _| _6_5_ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|5_ _ _6_|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|5_ _6_ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|5_6_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|6_ _ _5_|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|6_ _5_ _|,D
 _ _ _ _|o_*_ _ _| _ _ _ _|6_5_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _5_| _ _ _6_|,R
 _ _ _ _|o_*_ _ _| _ _ _5_| _ _6_ _|,R
 _ _ _ _|o_*_ _ _| _ _ _5_| _6_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _5_|6_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _6_| _ _ _5_|,R
 _ _ _ _|o_*_ _ _| _ _ _6_| _ _5_ _|,D
 _ _ _ _|o_*_ _ _| _ _ _6_| _5_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _ _6_|5_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _5_ _| _ _ _6_|,R
 _ _ _ _|o_*_ _ _| _ _5_ _| _ _6_ _|,R
 _ _ _ _|o_*_ _ _| _ _5_ _| _6_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _5_ _|6_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _5_6_| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _6_ _| _ _ _5_|,D
 _ _ _ _|o_*_ _ _| _ _6_ _| _ _5_ _|,D
 _ _ _ _|o_*_ _ _| _ _6_ _| _5_ _ _|,D
 _ _ _ _|o_*_ _ _| _ _6_ _|5_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _ _6_5_| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _5_ _ _| _ _ _6_|,D
 _ _ _ _|o_*_ _ _| _5_ _ _| _ _6_ _|,D
 _ _ _ _|o_*_ _ _| _5_ _ _| _6_ _ _|,D
 _ _ _ _|o_*_ _ _| _5_ _ _|6_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _5_ _6_| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _5_6_ _| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _6_ _ _| _ _ _5_|,D
 _ _ _ _|o_*_ _ _| _6_ _ _| _ _5_ _|,D
 _ _ _ _|o_*_ _ _| _6_ _ _| _5_ _ _|,D
 _ _ _ _|o_*_ _ _| _6_ _ _|5_ _ _ _|,D
 _ _ _ _|o_*_ _ _| _6_ _5_| _ _ _ _|,D
 _ _ _ _|o_*_ _ _| _6_5_ _| _ _ _ _|,D
 _ _ _ _|o_*_ _ _|5_ _ _ _| _ _ _6_|,L
 _ _ _ _|o_*_ _ _|5_ _ _ _| _ _6_ _|,L
 _ _ _ _|o_*_ _ _|5_ _ _ _| _6_ _ _|,L
 _ _ _ _|o_*_ _ _|5_ _ _ _|6_ _ _ _|,L
 _ _ _ _|o_*_ _ _|5_ _ _6_| _ _ _ _|,L
 _ _ _ _|o_*_ _ _|5_ _6_ _| _ _ _ _|,L
 _ _ _ _|o_*_ _ _|5_6_ _ _| _ _ _ _|,D
 _ _ _ _|o_*_ _ _|6_ _ _ _| _ _ _5_|,D
 _ _ _ _|o_*_ _ _|6_ _ _ _| _ _5_ _|,D
 _ _ _ _|o_*_ _ _|6_ _ _ _| _5_ _ _|,L
 _ _ _ _|o_*_ _ _|6_ _ _ _|5_ _ _ _|,L
 _ _ _ _|o_*_ _ _|6_ _ _5_| _ _ _ _|,D
 _ _ _ _|o_*_ _ _|6_ _5_ _| _ _ _ _|,D
 _ _ _ _|o_*_ _ _|6_5_ _ _| _ _ _ _|,D
 _ _ _ _|o_*_ _5_| _ _ _ _| _ _ _6_|,R
 _ _ _ _|o_*_ _5_| _ _ _ _| _ _6_ _|,R
 _ _ _ _|o_*_ _5_| _ _ _ _| _6_ _ _|,R
 _ _ _ _|o_*_ _5_| _ _ _ _|6_ _ _ _|,R
 _ _ _ _|o_*_ _5_| _ _ _6_| _ _ _ _|,R
 _ _ _ _|o_*_ _5_| _ _6_ _| _ _ _ _|,R
 _ _ _ _|o_*_ _5_| _6_ _ _| _ _ _ _|,R
 _ _ _ _|o_*_ _5_|6_ _ _ _| _ _ _ _|,D
 _ _ _ _|o_*_ _6_| _ _ _ _| _ _ _5_|,R
 _ _ _ _|o_*_ _6_| _ _ _ _| _ _5_ _|,R
 _ _ _ _|o_*_ _6_| _ _ _ _| _5_ _ _|,R
 _ _ _ _|o_*_ _6_| _ _ _ _|5_ _ _ _|,R
 _ _ _ _|o_*_ _6_| _ _ _5_| _ _ _ _|,R
 _ _ _ _|o_*_ _6_| _ _5_ _| _ _ _ _|,R
 _ _ _ _|o_*_ _6_| _5_ _ _| _ _ _ _|,D
 _ _ _ _|o_*_ _6_|5_ _ _ _| _ _ _ _|,R
 _ _ _ _|o_*_5_ _| _ _ _ _| _ _ _6_|,R
 _ _ _ _|o_*_5_ _| _ _ _ _| _ _6_ _|,R
 _ _ _ _|o_*_5_ _| _ _ _ _| _6_ _ _|,R
 _ _ _ _|o_*_5_ _| _ _ _ _|6_ _ _ _|,R
 _ _ _ _|o_*_5_ _| _ _ _6_| _ _ _ _|,R
 _ _ _ _|o_*_5_ _| _ _6_ _| _ _ _ _|,R
 _ _ _ _|o_*_5_ _| _6_ _ _| _ _ _ _|,R
 _ _ _ _|o_*_5_ _|6_ _ _ _| _ _ _ _|,R
 _ _ _ _|o_*_5_6_| _ _ _ _| _ _ _ _|,R
 _ _ _ _|o_*_6_ _| _ _ _ _| _ _ _5_|,R
 _ _ _ _|o_*_6_ _| _ _ _ _| _ _5_ _|,R
 _ _ _ _|o_*_6_ _| _ _ _ _| _5_ _ _|,D
 _ _ _ _|o_*_6_ _| _ _ _ _|5_ _ _ _|,D
 _ _ _ _|o_*_6_ _| _ _ _5_| _ _ _ _|,R
 _ _ _ _|o_*_6_ _| _ _5_ _| _ _ _ _|,R
 _ _ _ _|o_*_6_ _| _5_ _ _| _ _ _ _|,D
 _ _ _ _|o_*_6_ _|5_ _ _ _| _ _ _ _|,L
 _ _ _ _|o_*_6_5_| _ _ _ _| _ _ _ _|,R
 _ _ _ _|o_5_ _ _| _ _ _ _| _ _*_6_|,R
 _ _ _ _|o_5_ _ _| _ _ _ _| _ _6_*_|,U
 _ _ _ _|o_5_ _ _| _ _ _ _| _*_ _6_|,R
 _ _ _ _|o_5_ _ _| _ _ _ _| _*_6_ _|,R
 _ _ _ _|o_5_ _ _| _ _ _ _| _6_ _*_|,L
 _ _ _ _|o_5_ _ _| _ _ _ _| _6_*_ _|,U
 _ _ _ _|o_5_ _ _| _ _ _ _|*_ _ _6_|,R
 _ _ _ _|o_5_ _ _| _ _ _ _|*_ _6_ _|,R
 _ _ _ _|o_5_ _ _| _ _ _ _|*_6_ _ _|,U
 _ _ _ _|o_5_ _ _| _ _ _ _|6_ _ _*_|,L
 _ _ _ _|o_5_ _ _| _ _ _ _|6_ _*_ _|,L
 _ _ _ _|o_5_ _ _| _ _ _ _|6_*_ _ _|,U
 _ _ _ _|o_5_ _ _| _ _ _*_| _ _ _6_|,D
 _ _ _ _|o_5_ _ _| _ _ _*_| _ _6_ _|,L
 _ _ _ _|o_5_ _ _| _ _ _*_| _6_ _ _|,L
 _ _ _ _|o_5_ _ _| _ _ _*_|6_ _ _ _|,L
 _ _ _ _|o_5_ _ _| _ _ _6_| _ _ _*_|,L
 _ _ _ _|o_5_ _ _| _ _ _6_| _ _*_ _|,U
 _ _ _ _|o_5_ _ _| _ _ _6_| _*_ _ _|,U
 _ _ _ _|o_5_ _ _| _ _ _6_|*_ _ _ _|,R
 _ _ _ _|o_5_ _ _| _ _*_ _| _ _ _6_|,R
 _ _ _ _|o_5_ _ _| _ _*_ _| _ _6_ _|,D
 _ _ _ _|o_5_ _ _| _ _*_ _| _6_ _ _|,L
 _ _ _ _|o_5_ _ _| _ _*_ _|6_ _ _ _|,L
 _ _ _ _|o_5_ _ _| _ _*_6_| _ _ _ _|,R
 _ _ _ _|o_5_ _ _| _ _6_ _| _ _ _*_|,U
 _ _ _ _|o_5_ _ _| _ _6_ _| _ _*_ _|,L
 _ _ _ _|o_5_ _ _| _ _6_ _| _*_ _ _|,U
 _ _ _ _|o_5_ _ _| _ _6_ _|*_ _ _ _|,U
 _ _ _ _|o_5_ _ _| _ _6_*_| _ _ _ _|,U
 _ _ _ _|o_5_ _ _| _*_ _ _| _ _ _6_|,R
 _ _ _ _|o_5_ _ _| _*_ _ _| _ _6_ _|,D
 _ _ _ _|o_5_ _ _| _*_ _ _| _6_ _ _|,D
 _ _ _ _|o_5_ _ _| _*_ _ _|6_ _ _ _|,L
 _ _ _ _|o_5_ _ _| _*_ _6_| _ _ _ _|,R
 _ _ _ _|o_5_ _ _| _*_6_ _| _ _ _ _|,L
 _ _ _ _|o_5_ _ _| _6_ _ _| _ _ _*_|,L
 _ _ _ _|o_5_ _ _| _6_ _ _| _ _*_ _|,L
 _ _ _ _|o_5_ _ _| _6_ _ _| _*_ _ _|,L
 _ _ _ _|o_5_ _ _| _6_ _ _|*_ _ _ _|,U
 _ _ _ _|o_5_ _ _| _6_ _*_| _ _ _ _|,L
 _ _ _ _|o_5_ _ _| _6_*_ _| _ _ _ _|,D
 _ _ _ _|o_5_ _ _|*_ _ _ _| _ _ _6_|,R
 _ _ _ _|o_5_ _ _|*_ _ _ _| _ _6_ _|,U
 _ _ _ _|o_5_ _ _|*_ _ _ _| _6_ _ _|,R
 _ _ _ _|o_5_ _ _|*_ _ _ _|6_ _ _ _|,D
 _ _ _ _|o_5_ _ _|*_ _ _6_| _ _ _ _|,R
 _ _ _ _|o_5_ _ _|*_ _6_ _| _ _ _ _|,U
 _ _ _ _|o_5_ _ _|*_6_ _ _| _ _ _ _|,U
 _ _ _ _|o_5_ _ _|6_ _ _ _| _ _ _*_|,L
 _ _ _ _|o_5_ _ _|6_ _ _ _| _ _*_ _|,L
 _ _ _ _|o_5_ _ _|6_ _ _ _| _*_ _ _|,U
 _ _ _ _|o_5_ _ _|6_ _ _ _|*_ _ _ _|,R
 _ _ _ _|o_5_ _ _|6_ _ _*_| _ _ _ _|,L
 _ _ _ _|o_5_ _ _|6_ _*_ _| _ _ _ _|,L
 _ _ _ _|o_5_ _ _|6_*_ _ _| _ _ _ _|,L
 _ _ _ _|o_5_ _*_| _ _ _ _| _ _ _6_|,D
 _ _ _ _|o_5_ _*_| _ _ _ _| _ _6_ _|,L
 _ _ _ _|o_5_ _*_| _ _ _ _| _6_ _ _|,L
 _ _ _ _|o_5_ _*_| _ _ _ _|6_ _ _ _|,L
 _ _ _ _|o_5_ _*_| _ _ _6_| _ _ _ _|,L
 _ _ _ _|o_5_ _*_| _ _6_ _| _ _ _ _|,L
 _ _ _ _|o_5_ _*_| _6_ _ _| _ _ _ _|,L
 _ _ _ _|o_5_ _*_|6_ _ _ _| _ _ _ _|,L
 _ _ _ _|o_5_ _6_| _ _ _ _| _ _ _*_|,U
 _ _ _ _|o_5_ _6_| _ _ _ _| _ _*_ _|,U
 _ _ _ _|o_5_ _6_| _ _ _ _| _*_ _ _|,U
 _ _ _ _|o_5_ _6_| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|o_5_ _6_| _ _ _*_| _ _ _ _|,L
 _ _ _ _|o_5_ _6_| _ _*_ _| _ _ _ _|,U
 _ _ _ _|o_5_ _6_| _*_ _ _| _ _ _ _|,R
 _ _ _ _|o_5_ _6_|*_ _ _ _| _ _ _ _|,U
 _ _ _ _|o_5_*_ _| _ _ _ _| _ _ _6_|,D
 _ _ _ _|o_5_*_ _| _ _ _ _| _ _6_ _|,D
 _ _ _ _|o_5_*_ _| _ _ _ _| _6_ _ _|,D
 _ _ _ _|o_5_*_ _| _ _ _ _|6_ _ _ _|,D
 _ _ _ _|o_5_*_ _| _ _ _6_| _ _ _ _|,D
 _ _ _ _|o_5_*_ _| _ _6_ _| _ _ _ _|,D
 _ _ _ _|o_5_*_ _| _6_ _ _| _ _ _ _|,D
 _ _ _ _|o_5_*_ _|6_ _ _ _| _ _ _ _|,D
 _ _ _ _|o_5_*_6_| _ _ _ _| _ _ _ _|,R
 _ _ _ _|o_5_6_ _| _ _ _ _| _ _ _*_|,U
 _ _ _ _|o_5_6_ _| _ _ _ _| _ _*_ _|,U
 _ _ _ _|o_5_6_ _| _ _ _ _| _*_ _ _|,U
 _ _ _ _|o_5_6_ _| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|o_5_6_ _| _ _ _*_| _ _ _ _|,L
 _ _ _ _|o_5_6_ _| _ _*_ _| _ _ _ _|,L
 _ _ _ _|o_5_6_ _| _*_ _ _| _ _ _ _|,L
 _ _ _ _|o_5_6_ _|*_ _ _ _| _ _ _ _|,U
 _ _ _ _|o_5_6_*_| _ _ _ _| _ _ _ _|,D
 _ _ _ _|o_6_ _ _| _ _ _ _| _ _*_5_|,R
 _ _ _ _|o_6_ _ _| _ _ _ _| _ _5_*_|,U
 _ _ _ _|o_6_ _ _| _ _ _ _| _*_ _5_|,R
 _ _ _ _|o_6_ _ _| _ _ _ _| _*_5_ _|,R
 _ _ _ _|o_6_ _ _| _ _ _ _| _5_ _*_|,L
 _ _ _ _|o_6_ _ _| _ _ _ _| _5_*_ _|,U
 _ _ _ _|o_6_ _ _| _ _ _ _|*_ _ _5_|,R
 _ _ _ _|o_6_ _ _| _ _ _ _|*_ _5_ _|,R
 _ _ _ _|o_6_ _ _| _ _ _ _|*_5_ _ _|,U
 _ _ _ _|o_6_ _ _| _ _ _ _|5_ _ _*_|,L
 _ _ _ _|o_6_ _ _| _ _ _ _|5_ _*_ _|,L
 _ _ _ _|o_6_ _ _| _ _ _ _|5_*_ _ _|,U
 _ _ _ _|o_6_ _ _| _ _ _*_| _ _ _5_|,D
 _ _ _ _|o_6_ _ _| _ _ _*_| _ _5_ _|,L
 _ _ _ _|o_6_ _ _| _ _ _*_| _5_ _ _|,L
 _ _ _ _|o_6_ _ _| _ _ _*_|5_ _ _ _|,L
 _ _ _ _|o_6_ _ _| _ _ _5_| _ _ _*_|,L
 _ _ _ _|o_6_ _ _| _ _ _5_| _ _*_ _|,U
 _ _ _ _|o_6_ _ _| _ _ _5_| _*_ _ _|,U
 _ _ _ _|o_6_ _ _| _ _ _5_|*_ _ _ _|,R
 _ _ _ _|o_6_ _ _| _ _*_ _| _ _ _5_|,D
 _ _ _ _|o_6_ _ _| _ _*_ _| _ _5_ _|,D
 _ _ _ _|o_6_ _ _| _ _*_ _| _5_ _ _|,L
 _ _ _ _|o_6_ _ _| _ _*_ _|5_ _ _ _|,L
 _ _ _ _|o_6_ _ _| _ _*_5_| _ _ _ _|,R
 _ _ _ _|o_6_ _ _| _ _5_ _| _ _ _*_|,L
 _ _ _ _|o_6_ _ _| _ _5_ _| _ _*_ _|,L
 _ _ _ _|o_6_ _ _| _ _5_ _| _*_ _ _|,U
 _ _ _ _|o_6_ _ _| _ _5_ _|*_ _ _ _|,R
 _ _ _ _|o_6_ _ _| _ _5_*_| _ _ _ _|,D
 _ _ _ _|o_6_ _ _| _*_ _ _| _ _ _5_|,R
 _ _ _ _|o_6_ _ _| _*_ _ _| _ _5_ _|,R
 _ _ _ _|o_6_ _ _| _*_ _ _| _5_ _ _|,D
 _ _ _ _|o_6_ _ _| _*_ _ _|5_ _ _ _|,L
 _ _ _ _|o_6_ _ _| _*_ _5_| _ _ _ _|,R
 _ _ _ _|o_6_ _ _| _*_5_ _| _ _ _ _|,R
 _ _ _ _|o_6_ _ _| _5_ _ _| _ _ _*_|,L
 _ _ _ _|o_6_ _ _| _5_ _ _| _ _*_ _|,U
 _ _ _ _|o_6_ _ _| _5_ _ _| _*_ _ _|,R
 _ _ _ _|o_6_ _ _| _5_ _ _|*_ _ _ _|,U
 _ _ _ _|o_6_ _ _| _5_ _*_| _ _ _ _|,L
 _ _ _ _|o_6_ _ _| _5_*_ _| _ _ _ _|,U
 _ _ _ _|o_6_ _ _|*_ _ _ _| _ _ _5_|,R
 _ _ _ _|o_6_ _ _|*_ _ _ _| _ _5_ _|,R
 _ _ _ _|o_6_ _ _|*_ _ _ _| _5_ _ _|,U
 _ _ _ _|o_6_ _ _|*_ _ _ _|5_ _ _ _|,U
 _ _ _ _|o_6_ _ _|*_ _ _5_| _ _ _ _|,R
 _ _ _ _|o_6_ _ _|*_ _5_ _| _ _ _ _|,R
 _ _ _ _|o_6_ _ _|*_5_ _ _| _ _ _ _|,R
 _ _ _ _|o_6_ _ _|5_ _ _ _| _ _ _*_|,L
 _ _ _ _|o_6_ _ _|5_ _ _ _| _ _*_ _|,U
 _ _ _ _|o_6_ _ _|5_ _ _ _| _*_ _ _|,U
 _ _ _ _|o_6_ _ _|5_ _ _ _|*_ _ _ _|,R
 _ _ _ _|o_6_ _ _|5_ _ _*_| _ _ _ _|,L
 _ _ _ _|o_6_ _ _|5_ _*_ _| _ _ _ _|,U
 _ _ _ _|o_6_ _ _|5_*_ _ _| _ _ _ _|,R
 _ _ _ _|o_6_ _*_| _ _ _ _| _ _ _5_|,D
 _ _ _ _|o_6_ _*_| _ _ _ _| _ _5_ _|,L
 _ _ _ _|o_6_ _*_| _ _ _ _| _5_ _ _|,L
 _ _ _ _|o_6_ _*_| _ _ _ _|5_ _ _ _|,L
 _ _ _ _|o_6_ _*_| _ _ _5_| _ _ _ _|,L
 _ _ _ _|o_6_ _*_| _ _5_ _| _ _ _ _|,D
 _ _ _ _|o_6_ _*_| _5_ _ _| _ _ _ _|,L
 _ _ _ _|o_6_ _*_|5_ _ _ _| _ _ _ _|,L
 _ _ _ _|o_6_ _5_| _ _ _ _| _ _ _*_|,U
 _ _ _ _|o_6_ _5_| _ _ _ _| _ _*_ _|,U
 _ _ _ _|o_6_ _5_| _ _ _ _| _*_ _ _|,U
 _ _ _ _|o_6_ _5_| _ _ _ _|*_ _ _ _|,U
 _ _ _ _|o_6_ _5_| _ _ _*_| _ _ _ _|,L
 _ _ _ _|o_6_ _5_| _ _*_ _| _ _ _ _|,U
 _ _ _ _|o_6_ _5_| _*_ _ _| _ _ _ _|,U
 _ _ _ _|o_6_ _5_|*_ _ _ _| _ _ _ _|,R
 _ _ _ _|o_6_*_ _| _ _ _ _| _ _ _5_|,D
 _ _ _ _|o_6_*_ _| _ _ _ _| _ _5_ _|,D
 _ _ _ _|o_6_*_ _| _ _ _ _| _5_ _ _|,D
 _ _ _ _|o_6_*_ _| _ _ _ _|5_ _ _ _|,L
 _ _ _ _|o_6_*_ _| _ _ _5_| _ _ _ _|,D
 _ _ _ _|o_6_*_ _| _ _5_ _| _ _ _ _|,D
 _ _ _ _|o_6_*_ _| _5_ _ _| _ _ _ _|,L
